-1.26e-05,1.77e-06,0.00013117,-1.47e-05,3.71e-06,1.7e-05,0.028056,0.028054,0.027923,-0.031049,-0.031053,-0.03107,0.0022432,0.0013491,0.0045834,0.0021842,0.0012328,0.0029089,1.3261,1.326,1.3254,1.329,1.3289,1.3282,-0.001942,-0.31791,0.74647,0.0093191,0.008809,0.25038,0.0060945,0.0060355,0.0067072,-0.015956,-0.015954,-0.016502,-0.6853,2.5058,5.4159,-0.72245,-0.1511,4.7437,-1.502,-1.5021,-1.5016,-1.4912,-1.4913,-1.4915 - 5	
-2.64e-06,9.1e-05,1.39e-05,1.54e-05,5.27e-05,-4.81e-05,-0.033025,-0.033116,-0.03313,-0.011568,-0.011621,-0.011573,0.0025533,0.0013626,0.0047696,0.0024584,0.0017802,0.0042993,1.7217,1.7216,1.721,1.7229,1.7228,1.7219,-0.018126,0.43733,0.70828,-0.019291,0.44131,0.43941,-0.0053919,-0.005525,-0.0056518,0.0084023,0.0083023,0.0081039,-0.63636,1.2425,8.8505,-0.65796,4.3695,6.1308,-1.5044,-1.5045,-1.5043,-1.4952,-1.4954,-1.4951 - 1	
-2.78e-05,-6.72e-05,0.00013721,-7.1e-06,9.41e-07,-0.00046677,-0.051283,-0.051216,-0.051353,-0.19029,-0.19029,-0.18982,0.0026214,0.0016064,0.0046494,0.0027092,0.0016636,0.0039912,1.9116,1.9115,1.9108,1.9117,1.9115,1.9107,0.021229,-0.3566,0.19135,0.019752,0.10517,-0.28331,0.0042429,0.0043342,0.0045425,-0.019571,-0.019579,-0.019511,-0.60571,2.976,4.7041,-0.6058,1.3304,2.7466,-1.5052,-1.5053,-1.5047,-1.4985,-1.4985,-1.4983 - 3	
-3.13e-06,1.69e-06,-1.35e-05,-5.25e-06,7.92e-06,4.53e-05,-0.02265,-0.022652,-0.022638,-0.036368,-0.036376,-0.036421,0.0011523,0.00054661,0.00075309,0.0011094,0.00050334,0.00086106,1.1827,1.1827,1.1826,1.1825,1.1825,1.1824,-0.0046699,0.27116,-0.0094706,0.0011891,0.25289,1.3111,-0.0034458,-0.0034502,-0.0034331,-0.003954,-0.0039761,-0.0039585,-0.71606,4.6244,4.0268,-0.67206,3.0177,10.676,-1.4985,-1.4985,-1.4985,-1.4987,-1.4987,-1.4986 - 3	
-3.42e-06,-2.28e-05,0.00013012,-2.35e-06,1.03e-05,-9.55e-06,-0.019673,-0.01965,-0.01978,-0.022089,-0.022099,-0.022089,0.00079043,0.00039758,0.0020358,0.00078465,0.0004838,0.0016369,1.077,1.077,1.0767,1.0781,1.0781,1.078,0.0085037,-1.0417,0.90592,0.0050608,0.42854,-0.18681,-0.0014212,-0.0013761,-0.0016615,0.00041297,0.00039062,0.00035717,-0.62725,8.6995,8.0141,-0.61962,7.5881,9.331,-1.4985,-1.4985,-1.4989,-1.4989,-1.4989,-1.4989 - 1	
-4.36e-07,9.54e-07,-1.92e-06,-2.18e-06,2.39e-06,-5.49e-06,0.014424,0.014423,0.014425,0.021383,0.021381,0.021386,0.00076709,0.00024773,0.00061097,0.00075955,0.00024322,0.00064721,0.85602,0.85601,0.85603,0.85749,0.85749,0.85749,-0.0013012,0.048587,0.13209,-0.0054705,0.29863,-0.19752,0.00078893,0.00079198,0.0008283,-0.0017564,-0.0017546,-0.0017103,-0.62165,2.4602,12.723,-0.55838,4.4621,6.1091,-1.4969,-1.4968,-1.4968,-1.4966,-1.4966,-1.4965 - 6	
-5.56e-08,1.39e-05,5.07e-05,-2.73e-07,1.16e-06,2.06e-05,0.049948,0.049934,0.049883,0.11162,0.11162,0.1116,0.001215,0.00074552,0.001078,0.0011811,0.0006204,0.0014373,1.5196,1.5196,1.5194,1.5191,1.5191,1.5189,0.0039062,0.39274,0.16805,-0.00022455,0.061203,0.52092,0.0081486,0.0081325,0.0080973,0.007151,0.007148,0.0071064,-0.75997,10.961,4.8582,-0.76939,1.8161,6.5875,-1.5004,-1.5005,-1.5005,-1.4991,-1.4991,-1.4991 - 7	
-7.49e-06,-5.7e-06,-3.46e-05,2.23e-06,2.15e-06,0.00011403,0.0057556,0.0057613,0.0057959,-0.046775,-0.046777,-0.046891,0.0012589,0.00076846,0.0013987,0.0012999,0.00079135,0.0021165,1.6833,1.6833,1.6831,1.6839,1.6839,1.6837,0.010466,0.053348,-1.6501,-0.00568,-0.52459,1.0143,-0.002675,-0.0026721,-0.0026414,-0.0019088,-0.0019185,-0.0019592,-0.7934,28.415,12.969,-0.81373,11.968,12.762,-1.5018,-1.5018,-1.5018,-1.4957,-1.4957,-1.4957 - 4	
-9.69e-06,-1.18e-05,0.00010229,-1.47e-06,-9.31e-05,0.00014101,0.0081922,0.008204,0.0081017,-0.03912,-0.039027,-0.039168,0.0022961,0.0011213,0.0020191,0.0022171,0.0013364,0.0036156,1.4006,1.4005,1.4002,1.4044,1.4044,1.4043,0.017329,-0.10042,0.085008,0.0069017,-0.29023,2.4705,0.0081294,0.0081395,0.0080029,-0.0093628,-0.0092242,-0.0094495,-0.70149,0.1802,2.1017,-0.71036,1.2663,23.366,-1.5051,-1.5051,-1.5048,-1.4944,-1.4944,-1.4939 - 8	
2.2e-07,-2.47e-06,-1.1e-05,-7.49e-08,1.19e-06,1.05e-05,0.025898,0.025901,0.025912,0.023255,0.023253,0.023243,0.00079428,0.00023693,0.00056527,0.00078478,0.00024226,0.00046667,1.368,1.368,1.368,1.3665,1.3665,1.3665,-0.0057201,-0.03867,0.0059354,-0.00021783,0.2052,-0.015868,0.0073114,0.007315,0.0072887,-0.0016436,-0.0016497,-0.001668,-0.58825,2.9897,7.1172,-0.51112,3.9872,3.7067,-1.4975,-1.4975,-1.4974,-1.497,-1.497,-1.4971 - 1	
2.31e-06,-5.56e-06,-7.21e-06,2.33e-06,-2.28e-06,8.76e-06,0.00043169,0.00043725,0.00044446,-0.054079,-0.054077,-0.054085,0.00078012,0.00025466,0.00062466,0.00078399,0.00023059,0.00058023,1.0614,1.0614,1.0614,1.0606,1.0606,1.0606,-0.0047336,-0.50369,-0.16628,-0.0060453,-0.14446,-0.097039,-0.0026204,-0.0026238,-0.0026132,0.0019474,0.00195,0.0019522,-0.65085,8.3856,12.258,-0.60072,5.9494,7.7089,-1.4996,-1.4996,-1.4996,-1.4957,-1.4957,-1.4957 - 1	
2.65e-06,4.86e-05,-0.00029852,1.99e-05,2.03e-05,0.00024481,0.0094388,0.0093902,0.0096888,-0.030486,-0.030506,-0.030751,0.0025768,0.0015058,0.0049023,0.0025743,0.0015909,0.004326,1.8772,1.8771,1.8764,1.8706,1.8705,1.8698,0.0015644,-0.013346,-1.6015,-0.021515,-0.095048,0.087549,-0.011873,-0.011892,-0.011668,-0.0091195,-0.0091162,-0.0092508,-0.64474,0.71875,19.231,-0.62118,2.4157,3.7247,-1.4987,-1.4988,-1.4989,-1.5024,-1.5024,-1.5021 - 6	
4.43e-06,8.2e-06,0.00027716,-4.38e-06,5.95e-05,-0.00046073,0.0065236,0.0065154,0.0062383,0.0044676,0.0044081,0.0048688,0.0028433,0.0018708,0.0057154,0.0028263,0.0016662,0.0039796,2.1045,2.1044,2.1039,2.1023,2.1022,2.1014,-0.0014272,0.12037,0.64734,0.0037919,0.2712,-0.52743,0.0026038,0.0026247,0.0033604,-0.0031045,-0.0031533,-0.0030796,-0.54989,5.1328,5.9353,-0.55483,0.92019,3.2007,-1.5062,-1.5062,-1.5062,-1.4985,-1.4985,-1.4981 - 6	
5.38e-06,5.8e-05,0.00024,4.7e-07,2.03e-05,0.00019339,-0.023834,-0.023892,-0.024132,-0.020638,-0.020658,-0.020852,0.0021666,0.0011808,0.0030335,0.002163,0.0012518,0.0033228,1.2884,1.2884,1.2879,1.2917,1.2916,1.2908,-0.015812,0.55203,0.18192,-0.0018195,0.01836,0.2643,0.0090656,0.0089322,0.0084303,-0.0008381,-0.0008737,-0.0010134,-0.69771,1.9712,3.4826,-0.70696,1.7222,1.7254,-1.5,-1.5,-1.4997,-1.5005,-1.5005,-1.5005 - 1	
5.95e-06,7.16e-06,7.65e-05,-3.54e-06,-4.73e-05,-0.00020977,0.023848,0.023841,0.023764,0.027599,0.027646,0.027856,0.0014155,0.0007579,0.0048297,0.0013302,0.0009624,0.0029588,2.0263,2.0263,2.0264,2.0253,2.0252,2.0249,0.0041787,0.081697,-2.41,0.0030221,-0.93673,-1.8319,0.00056342,0.00054562,0.00074063,0.00064435,0.0007074,0.0008895,-0.80455,5.4294,24.906,-0.77782,13.54,14.693,-1.5004,-1.5004,-1.4999,-1.5005,-1.5005,-1.5004 - 3	
